time	hru_snow(1)	hru_snow(2)	hru_snow(3)	hru_snow(4)	hru_snow(5)	hru_snow(6)	hru_snow(7)	hru_snow(8)	hru_snow(9)	hru_snow(10)	hru_snow(11)	hru_snow(12)	hru_snow(13)	hru_snow(14)	hru_snow(15)	hru_snow(16)	hru_snow(17)	hru_snow(18)	hru_snow(19)	hru_snow(20)	hru_snow(21)	hru_snow(22)	hru_snow(23)	hru_snow(24)	hru_snow(25)	hru_snow(26)	hru_snow(27)	hru_snow(28)	hru_snow(29)	hru_snow(30)	hru_snow(31)	hru_snow(32)	hru_snow(33)	hru_snow(34)	hru_snow(35)	hru_snow(36)	hru_snow(37)	hru_snow(38)	hru_snow(39)	hru_snow(40)	hru_snow(41)	hru_snow(42)	hru_snow(43)	hru_snow(44)	hru_snow(45)	hru_snow(46)	hru_snow(47)	hru_snow(48)
2022-05-29T12:00	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622	0.2198622
2022-05-29T13:00	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784	0.1306784
2022-05-29T14:00	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912	0.09486912
2022-05-29T15:00	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744	0.04573744
2022-05-29T16:00	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741
2022-05-29T17:00	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107
2022-05-29T18:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-29T19:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-29T20:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-29T21:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-29T22:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-29T23:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-30T00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-30T01:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-30T02:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-30T03:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-30T04:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-30T05:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-30T06:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-30T07:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-30T08:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-30T09:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-30T10:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-30T11:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-30T12:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-30T13:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-30T14:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-30T15:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-30T16:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-30T17:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-30T18:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-30T19:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-30T20:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-30T21:00	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971
2022-05-30T22:00	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359
2022-05-30T23:00	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216	0.01052216
2022-05-31T00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-31T01:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-31T02:00	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834
2022-05-31T03:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-31T04:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-31T05:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-31T06:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-31T07:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-31T08:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-31T09:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-31T10:00	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115	0.02291115
2022-05-31T11:00	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618	0.05532618
2022-05-31T12:00	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262	0.01909262
2022-05-31T13:00	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603
2022-05-31T14:00	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603
2022-05-31T15:00	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495	0.006194495
2022-05-31T16:00	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525
2022-05-31T17:00	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971
2022-05-31T18:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-31T19:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-31T20:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-31T21:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-31T22:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-31T23:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-01T00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-01T01:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-01T02:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-01T03:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-01T04:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-01T05:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-01T06:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-01T07:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-01T08:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-01T09:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-01T10:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-01T11:00	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834
2022-06-01T12:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-01T13:00	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107
2022-06-01T14:00	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942
2022-06-01T15:00	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942	0.004751942
2022-06-01T16:00	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525
2022-06-01T17:00	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557	0.01145557
2022-06-01T18:00	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913	0.04768913
2022-06-01T19:00	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415	0.1583415
